,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
38131,None,283.61,0.0,0.0,40,Clouds,scattered clouds,10/18/2017 9:00,5546,high
4980,None,274.06,0.0,0.0,90,Snow,heavy snow,4/11/2013 0:00,582,very low
17833,None,291.58,0.0,0.0,40,Clouds,scattered clouds,8/30/2015 10:00,4290,medium
26417,None,293.02,0.3,0.0,90,Rain,moderate rain,9/7/2016 9:00,4926,high
39315,None,283.72,0.0,0.0,1,Clear,sky is clear,11/28/2017 13:00,4837,high
15323,None,290.88,0.0,0.0,20,Rain,moderate rain,7/8/2014 4:00,842,very low
30959,None,275.88,0.0,0.0,40,Drizzle,light intensity drizzle,2/12/2017 0:00,1196,very low
38060,None,279.75,0.0,0.0,75,Clouds,broken clouds,10/15/2017 10:00,5022,high
45320,None,295.22,0.0,0.0,1,Rain,light rain,6/26/2018 0:00,624,very low
44693,None,292.9,0.0,0.0,1,Clear,sky is clear,6/5/2018 2:00,297,very low
41914,None,277.38,0.0,0.0,90,Clouds,overcast clouds,2/27/2018 19:00,3376,medium
31773,None,272.68,0.0,0.0,1,Clear,sky is clear,3/15/2017 18:00,4690,high
40124,None,257.38,0.0,0.0,40,Clouds,scattered clouds,12/27/2017 16:00,5997,very high
46237,None,298.87,0.0,0.0,75,Clouds,broken clouds,7/28/2018 18:00,3657,medium
12733,None,269.29,0.0,0.0,1,Clear,sky is clear,3/7/2014 0:00,690,very low
15852,None,298.27099999999996,0.0,0.0,24,Clouds,few clouds,8/1/2014 19:00,4063,medium
4416,None,263.29,0.0,0.0,1,Clear,sky is clear,3/20/2013 21:00,2660,low
41049,None,265.29,0.0,0.0,75,Haze,haze,1/28/2018 12:00,4506,high
11970,None,256.43,0.0,0.0,1,Clear,sky is clear,2/3/2014 3:00,319,very low
7925,None,291.72,0.0,0.0,0,Clear,Sky is Clear,7/25/2013 11:00,5104,high
28057,None,279.62,0.0,0.0,1,Clear,sky is clear,11/14/2016 2:00,275,very low
37848,None,289.02,0.0,0.0,90,Clouds,overcast clouds,10/7/2017 14:00,4809,high
43739,None,287.48,0.0,0.0,90,Thunderstorm,proximity thunderstorm,5/2/2018 0:00,517,very low
47033,None,291.09,1.02,0.0,90,Rain,moderate rain,8/25/2018 6:00,1837,low
32590,None,276.02,0.0,0.0,1,Clear,sky is clear,4/12/2017 3:00,339,very low
247,None,279.22,0.0,0.0,1,Clear,sky is clear,10/13/2012 11:00,4438,high
24528,None,295.82,0.0,0.0,40,Clouds,scattered clouds,6/28/2016 19:00,3157,medium
33471,None,284.86,0.0,0.0,90,Thunderstorm,thunderstorm,5/9/2017 0:00,535,very low
15250,None,300.27,0.0,0.0,90,Clouds,overcast clouds,7/5/2014 14:00,3933,medium
39714,None,265.14,0.0,0.0,90,Snow,light snow,12/12/2017 14:00,5012,high
7953,None,297.88,0.0,0.0,92,Clouds,overcast clouds,7/26/2013 16:00,6040,very high
27983,Veterans Day,281.96,0.0,0.0,1,Clear,sky is clear,11/11/2016 0:00,572,very low
38889,None,273.55,0.0,0.0,75,Haze,haze,11/13/2017 10:00,4456,high
27287,None,282.057,0.0,0.0,20,Clouds,few clouds,10/12/2016 16:00,6211,very high
5547,None,280.91,0.0,0.0,40,Clouds,scattered clouds,4/27/2013 7:00,2381,low
43807,None,295.36,0.0,0.0,1,Clear,sky is clear,5/4/2018 12:00,5528,high
21310,None,273.15,0.0,0.0,90,Clouds,overcast clouds,2/15/2016 16:00,5307,high
24097,None,295.17,0.0,0.0,12,Clouds,few clouds,6/10/2016 23:00,2005,low
13470,None,288.19,0.0,0.0,20,Clouds,few clouds,4/6/2014 19:00,3027,medium
47315,None,294.25,3.4,0.0,90,Mist,mist,9/2/2018 11:00,4040,medium
42801,None,269.69,0.0,0.0,20,Clouds,few clouds,3/31/2018 15:00,4400,high
11578,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/18/2014 14:00,3884,medium
10930,None,259.98,0.76,0.0,64,Mist,mist,12/24/2013 20:00,1978,low
32793,None,283.15,0.0,0.0,1,Clear,sky is clear,4/17/2017 21:00,2399,low
11166,None,256.36,0.0,0.0,64,Clouds,broken clouds,1/2/2014 14:00,4801,high
16095,None,290.49,0.0,0.0,1,Mist,mist,6/29/2015 2:00,330,very low
19324,None,288.44,0.0,0.0,90,Mist,mist,11/4/2015 14:00,5226,high
32527,None,279.62,0.0,0.0,90,Drizzle,light intensity drizzle,4/10/2017 13:00,4778,high
7138,None,291.64,0.25,0.0,48,Rain,light rain,6/22/2013 7:00,1264,very low
35760,None,301.15,0.0,0.0,20,Clouds,few clouds,7/28/2017 19:00,3706,medium
18829,None,278.58,0.0,0.0,1,Mist,mist,10/7/2015 4:00,910,very low
27706,None,277.29900000000004,0.0,0.0,8,Clear,sky is clear,10/30/2016 18:00,3616,medium
18530,None,291.49,0.25,0.0,75,Mist,mist,9/24/2015 0:00,522,very low
9345,None,280.67,0.0,0.0,36,Clouds,scattered clouds,10/7/2013 9:00,4925,high
31332,None,270.34,0.0,0.0,90,Snow,light snow,2/27/2017 2:00,264,very low
10727,None,260.63,0.38,0.0,64,Snow,light snow,12/16/2013 11:00,3916,medium
26599,None,280.82,0.0,0.0,1,Clear,sky is clear,9/14/2016 6:00,5493,high
21227,None,264.41,0.0,0.0,90,Snow,light snow,2/11/2016 18:00,4817,high
38022,None,285.62,0.0,0.0,90,Rain,light rain,10/14/2017 16:00,5203,high
36599,None,292.15,0.0,0.0,90,Thunderstorm,proximity thunderstorm,8/25/2017 20:00,3353,medium
22692,None,278.56,0.0,0.0,1,Clear,sky is clear,4/23/2016 7:00,2202,low
18178,None,289.71,0.0,0.0,40,Clouds,scattered clouds,9/11/2015 15:00,5949,very high
24288,None,297.02,0.0,0.0,20,Clouds,few clouds,6/18/2016 22:00,3397,medium
9215,None,298.55,0.0,0.0,0,Clear,Sky is Clear,9/30/2013 17:00,5951,very high
2136,None,266.19,0.0,0.0,90,Mist,mist,12/17/2012 16:00,6195,very high
6929,None,291.36,0.0,0.0,92,Mist,mist,6/13/2013 0:00,697,very low
11910,None,259.8,0.0,0.0,0,Clear,sky is clear,1/31/2014 15:00,5713,high
37685,None,290.84,0.0,0.0,75,Thunderstorm,proximity thunderstorm,10/3/2017 3:00,324,very low
22532,None,286.86,0.0,0.0,40,Clouds,scattered clouds,4/18/2016 6:00,5872,very high
6818,None,287.44,0.0,0.0,32,Clouds,scattered clouds,6/9/2013 8:00,1590,low
38614,None,274.08,0.0,0.0,90,Clouds,overcast clouds,11/3/2017 13:00,5484,high
9335,None,280.14,0.0,0.0,1,Mist,mist,10/6/2013 21:00,2225,low
19833,None,277.23,0.0,0.0,1,Clear,sky is clear,12/5/2015 10:00,4098,medium
40546,None,261.53,0.0,0.0,90,Mist,mist,1/11/2018 10:00,3559,medium
26216,None,298.17,0.0,0.0,1,Clear,sky is clear,8/31/2016 16:00,6170,very high
11794,None,255.69,0.0,0.0,90,Clouds,overcast clouds,1/26/2014 19:00,2089,low
18329,None,295.44,3.86,0.0,90,Rain,heavy intensity rain,9/17/2015 6:00,5023,high
43042,None,271.65,0.0,0.0,90,Mist,mist,4/8/2018 18:00,3224,medium
32599,None,281.35,0.0,0.0,1,Clear,sky is clear,4/12/2017 11:00,4834,high
11782,None,259.18,0.0,0.0,64,Snow,light snow,1/26/2014 7:00,1190,very low
41097,None,263.01,0.0,0.0,90,Clouds,overcast clouds,1/30/2018 12:00,4783,high
24225,None,291.05,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 7:00,6638,very high
32658,None,282.08,0.0,0.0,75,Clouds,broken clouds,4/14/2017 8:00,5150,high
4443,None,261.31,0.0,0.0,1,Clear,sky is clear,3/22/2013 0:00,789,very low
43543,None,278.8,0.0,0.0,1,Clear,sky is clear,4/24/2018 3:00,346,very low
47461,None,294.0,0.25,0.0,1,Rain,light rain,9/5/2018 19:00,3414,medium
26717,None,296.79,0.0,0.0,75,Clouds,broken clouds,9/18/2016 20:00,2494,low
7541,None,290.67,0.0,0.0,24,Mist,mist,7/9/2013 7:00,6506,very high
9990,None,279.68,0.0,0.0,64,Clouds,broken clouds,11/19/2013 23:00,990,very low
29881,None,265.22,0.0,0.0,90,Snow,light snow,1/9/2017 4:00,949,very low
4521,None,270.75,0.0,0.0,90,Snow,heavy snow,3/25/2013 6:00,5386,high
36913,None,284.84,0.0,0.0,1,Clear,sky is clear,9/5/2017 3:00,316,very low
39553,None,265.02,0.0,0.0,90,Mist,mist,12/6/2017 17:00,5196,high
36119,None,288.95,0.0,0.0,40,Fog,fog,8/10/2017 4:00,933,very low
36004,None,292.95,0.0,0.0,90,Thunderstorm,proximity thunderstorm,8/6/2017 19:00,3727,medium
22434,None,288.86,0.0,0.0,5,Clear,sky is clear,4/13/2016 13:00,5296,high
37031,None,292.22,0.0,0.0,40,Clouds,scattered clouds,9/9/2017 22:00,2458,low
34399,None,300.61,0.0,0.0,1,Clear,sky is clear,6/10/2017 10:00,3996,medium
26970,None,285.83,0.0,0.0,0,Clear,Sky is Clear,9/29/2016 10:00,4365,medium
48079,None,281.4,0.0,0.0,1,Clear,sky is clear,9/25/2018 23:00,924,very low
6611,None,286.44,0.0,0.0,40,Clouds,scattered clouds,6/2/2013 7:00,1486,low
30795,None,264.66,0.0,0.0,1,Clear,sky is clear,2/5/2017 23:00,1058,very low
39340,None,279.79,0.0,0.0,40,Clouds,scattered clouds,11/29/2017 14:00,5223,high
40847,None,275.15,0.0,0.0,40,Clouds,scattered clouds,1/21/2018 23:00,848,very low
32966,None,282.47,0.0,0.0,1,Clear,sky is clear,4/23/2017 5:00,472,very low
27689,None,279.26099999999997,0.0,0.0,48,Clouds,scattered clouds,10/30/2016 1:00,708,very low
15498,None,290.25,0.0,0.0,90,Clouds,overcast clouds,7/14/2014 13:00,5057,high
30720,None,261.95,0.0,0.0,1,Clear,sky is clear,2/2/2017 20:00,2972,medium
8589,None,301.12,0.0,0.0,76,Clouds,broken clouds,8/22/2013 14:00,5759,high
37630,None,289.37,0.0,0.0,40,Thunderstorm,proximity thunderstorm,10/2/2017 1:00,326,very low
33758,None,283.51,0.0,0.0,90,Rain,heavy intensity rain,5/18/2017 3:00,339,very low
45754,None,297.92,0.0,0.0,1,Clear,sky is clear,7/12/2018 5:00,3070,medium
2530,None,259.01,0.0,0.0,1,Clear,sky is clear,12/30/2012 20:00,2277,low
9320,None,283.75,0.0,0.0,90,Mist,mist,10/6/2013 14:00,5466,high
14144,None,287.08,5.84,0.0,75,Rain,heavy intensity rain,5/8/2014 19:00,3117,medium
11949,None,0.0,0.0,0.0,0,Clear,sky is clear,2/2/2014 6:00,739,very low
22971,None,279.98,0.0,0.0,1,Clear,sky is clear,5/2/2016 1:00,149,very low
7044,None,289.79,0.0,0.0,0,Mist,mist,6/17/2013 0:00,686,very low
14812,None,293.44,0.7,0.0,56,Rain,light rain,6/1/2014 13:00,4734,high
36278,None,287.48,0.0,0.0,20,Rain,moderate rain,8/15/2017 8:00,6088,very high
932,None,274.91,0.0,0.0,99,Clear,sky is clear,11/6/2012 8:00,6182,very high
2531,None,258.18,0.0,0.0,1,Mist,mist,12/30/2012 21:00,1880,low
8252,None,288.47,0.0,0.0,44,Clouds,scattered clouds,8/7/2013 8:00,5990,very high
9499,None,280.88,0.25,0.0,92,Mist,mist,10/16/2013 0:00,496,very low
3696,None,258.91,0.0,0.0,20,Clouds,few clouds,2/17/2013 23:00,985,very low
755,None,276.06,0.0,0.0,75,Clouds,broken clouds,10/29/2012 22:00,1437,very low
10041,None,269.15,0.0,0.0,90,Clouds,overcast clouds,11/21/2013 22:00,2027,low
32728,None,288.15,0.0,0.0,90,Drizzle,light intensity drizzle,4/15/2017 10:00,3876,medium
47581,None,295.01,0.0,0.0,1,Clear,sky is clear,9/10/2018 12:00,4724,high
36017,None,286.88,0.0,0.0,40,Mist,mist,8/7/2017 3:00,350,very low
6724,None,285.49,0.0,0.0,88,Drizzle,light intensity drizzle,6/6/2013 7:00,6604,very high
35427,None,294.29,0.0,0.0,1,Rain,light rain,7/18/2017 3:00,344,very low
47586,None,298.75,0.0,0.0,75,Clouds,broken clouds,9/10/2018 17:00,5857,very high
43885,None,300.987,0.0,0.0,0,Clear,Sky is Clear,5/7/2018 14:00,4969,high
19558,None,286.15,0.0,0.0,90,Rain,moderate rain,11/18/2015 4:00,901,very low
18370,None,286.71,0.0,0.0,1,Clear,sky is clear,9/18/2015 3:00,372,very low
8992,None,288.5,0.0,0.0,90,Clouds,overcast clouds,9/17/2013 10:00,4489,high
3986,None,271.71,0.0,0.0,90,Clouds,overcast clouds,3/1/2013 4:00,748,very low
17460,None,293.73,0.4,0.0,90,Rain,moderate rain,8/17/2015 17:00,5982,very high
2661,None,263.02,0.0,0.0,90,Haze,haze,1/4/2013 6:00,5263,high
44201,None,296.35,0.0,0.0,1,Thunderstorm,thunderstorm with light rain,5/18/2018 22:00,2728,low
17144,None,293.56,0.51,0.0,90,Rain,light rain,8/6/2015 10:00,4767,high
39855,None,269.92,0.0,0.0,90,Mist,mist,12/17/2017 12:00,4084,medium
19579,None,276.49,0.0,0.0,90,Mist,mist,11/19/2015 0:00,538,very low
10420,None,271.12,0.25,0.0,64,Mist,mist,12/4/2013 17:00,4132,medium
41078,None,263.73,0.0,0.0,5,Clear,sky is clear,1/29/2018 17:00,6023,very high
30201,None,272.55,0.0,0.0,1,Fog,fog,1/19/2017 0:00,759,very low
41655,None,266.36,0.0,0.0,90,Clouds,overcast clouds,2/20/2018 2:00,234,very low
33100,None,275.75,0.0,0.0,90,Snow,light snow,4/26/2017 21:00,2494,low
11179,None,251.76,0.0,0.0,75,Clouds,broken clouds,1/3/2014 4:00,689,very low
29365,None,272.44,0.0,0.0,1,Clear,sky is clear,12/23/2016 0:00,837,very low
48047,None,288.62,4.74,0.0,90,Mist,mist,9/24/2018 23:00,826,very low
28381,None,274.15,0.0,0.0,90,Mist,mist,11/23/2016 11:00,4262,medium
9182,None,286.15,0.0,0.0,1,Clear,sky is clear,9/28/2013 19:00,3615,medium
26546,None,289.82,0.0,0.0,1,Clear,sky is clear,9/12/2016 4:00,896,very low
24376,None,301.75,0.0,0.0,76,Rain,light rain,6/22/2016 14:00,5821,high
36245,None,290.22,0.0,0.0,90,Mist,mist,8/14/2017 9:00,4570,high
17407,None,296.36,0.0,0.0,1,Clear,sky is clear,8/16/2015 0:00,1489,low
28276,None,267.88,0.0,0.0,1,Clear,sky is clear,11/21/2016 4:00,786,very low
44732,None,294.53,0.0,0.0,75,Clouds,broken clouds,6/6/2018 13:00,4799,high
7655,None,299.51,0.0,0.0,8,Clear,sky is clear,7/13/2013 22:00,2794,low
6280,None,287.91,0.0,0.0,90,Rain,light rain,5/22/2013 12:00,4997,high
3865,None,267.95,0.0,0.0,90,Clouds,overcast clouds,2/24/2013 19:00,2693,low
19071,None,284.93,0.0,0.0,1,Clear,sky is clear,10/18/2015 23:00,968,very low
10533,None,260.69,0.0,0.0,64,Mist,mist,12/8/2013 23:00,840,very low
22781,None,284.14,0.0,0.0,40,Mist,mist,4/25/2016 5:00,2776,low
642,None,279.54,0.0,0.0,90,Drizzle,drizzle,10/26/2012 3:00,380,very low
38890,None,273.55,0.0,0.0,75,Mist,mist,11/13/2017 10:00,4456,high
47519,None,289.8,0.0,0.0,20,Clouds,few clouds,9/7/2018 22:00,2669,low
47271,None,295.16,0.25,0.0,75,Rain,light rain,9/1/2018 2:00,569,very low
9310,None,281.1,0.0,0.0,90,Mist,mist,10/6/2013 7:00,1571,low
4212,None,275.63,0.0,0.0,90,Drizzle,light intensity drizzle,3/10/2013 15:00,4230,medium
41837,None,267.49,0.0,0.0,90,Haze,haze,2/25/2018 2:00,381,very low
5468,None,272.73,0.0,0.0,90,Mist,mist,4/24/2013 3:00,340,very low
22695,None,287.75,0.0,0.0,1,Clear,sky is clear,4/23/2016 10:00,4482,high
7248,None,295.47,0.0,0.0,88,Mist,mist,6/27/2013 6:00,6054,very high
15947,None,300.98,0.0,0.0,40,Clouds,scattered clouds,8/6/2014 16:00,6688,very high
30804,None,264.53,0.0,0.0,1,Clear,sky is clear,2/6/2017 8:00,5779,high
8000,None,287.12,0.0,0.0,48,Rain,light rain,7/28/2013 13:00,4592,high
21336,None,272.65,0.0,0.0,90,Clouds,overcast clouds,2/16/2016 11:00,4455,high
31667,None,265.48,0.0,0.0,90,Clouds,overcast clouds,3/11/2017 20:00,3443,medium
21319,None,272.48,0.0,0.0,90,Mist,mist,2/16/2016 1:00,340,very low
35838,None,293.72,0.0,0.0,1,Clear,sky is clear,8/1/2017 1:00,406,very low
39957,None,265.65,0.0,0.0,90,Clouds,overcast clouds,12/20/2017 22:00,1915,low
41720,None,264.64,0.0,0.0,90,Clouds,overcast clouds,2/22/2018 10:00,4827,high
12769,None,269.29,0.0,0.0,20,Clouds,few clouds,3/8/2014 12:00,5177,high
1816,None,269.93,0.0,0.0,93,Clouds,overcast clouds,12/9/2012 2:00,540,very low
41391,None,257.08,0.0,0.0,1,Clear,sky is clear,2/10/2018 3:00,330,very low
37455,None,289.81,0.0,0.0,90,Clouds,overcast clouds,9/25/2017 15:00,5764,high
17765,None,296.86,0.0,0.0,1,Clear,sky is clear,8/27/2015 15:00,5957,very high
44839,None,294.8,0.0,0.0,75,Clouds,broken clouds,6/9/2018 21:00,2835,low
1399,None,284.58,0.0,0.0,75,Clouds,broken clouds,11/23/2012 5:00,1105,very low
43786,None,296.15,0.0,0.0,1,Clear,sky is clear,5/3/2018 16:00,6977,very high
44795,None,295.35,0.0,0.0,75,Clouds,broken clouds,6/8/2018 20:00,3251,medium
16245,None,290.3,0.0,0.0,1,Haze,haze,7/4/2015 7:00,1403,very low
25483,None,293.83,0.64,0.0,76,Rain,light rain,8/4/2016 9:00,4732,high
47854,None,288.84,0.34,0.0,90,Rain,light rain,9/19/2018 13:00,4675,high
44207,None,291.0,0.0,0.0,1,Rain,moderate rain,5/19/2018 4:00,477,very low
40419,None,270.79,0.0,0.0,75,Clouds,broken clouds,1/7/2018 15:00,4082,medium
24692,None,300.78,0.0,0.0,75,Clouds,broken clouds,7/5/2016 12:00,4318,medium
7842,None,292.56,0.0,0.0,0,Clear,Sky is Clear,7/22/2013 0:00,683,very low
48113,None,285.05,0.0,0.0,1,Clear,sky is clear,9/27/2018 8:00,5946,very high
27319,None,278.39799999999997,0.0,0.0,0,Clear,Sky is Clear,10/14/2016 0:00,2233,low
16560,None,290.23,0.0,0.0,40,Rain,light rain,7/15/2015 3:00,380,very low
36536,None,288.36,0.0,0.0,1,Clear,sky is clear,8/23/2017 9:00,5429,high
10567,None,260.59,0.0,0.0,64,Snow,snow,12/10/2013 5:00,2627,low
34467,None,291.21,0.0,0.0,20,Mist,mist,6/12/2017 8:00,5716,high
18053,None,296.09,0.0,0.0,1,Clear,sky is clear,9/7/2015 12:00,4073,medium
29241,None,251.76,0.0,0.0,1,Clear,sky is clear,12/17/2016 21:00,2262,low
48149,None,281.23,0.0,0.0,40,Clouds,scattered clouds,9/28/2018 20:00,3538,medium
8596,None,297.75,0.0,0.0,12,Rain,light rain,8/22/2013 21:00,3006,medium
14680,None,293.11,12.45,0.0,90,Rain,heavy intensity rain,5/27/2014 11:00,4549,high
34583,None,301.75,0.0,0.0,40,Clouds,scattered clouds,6/16/2017 15:00,4762,high
7151,None,291.89,2.54,0.0,76,Thunderstorm,proximity thunderstorm,6/23/2013 5:00,635,very low
8690,None,302.17,0.0,0.0,1,Clear,sky is clear,8/28/2013 10:00,4941,high
29135,None,256.15,0.0,0.0,1,Clear,sky is clear,12/14/2016 18:00,4580,high
3181,None,264.15,0.0,0.0,90,Clouds,overcast clouds,1/26/2013 5:00,658,very low
28107,None,285.02,0.0,0.0,75,Clouds,broken clouds,11/15/2016 14:00,5003,high
46015,None,291.55,0.0,0.0,90,Drizzle,light intensity drizzle,7/20/2018 7:00,5821,high
45696,None,302.69,0.0,0.0,1,Clear,sky is clear,7/9/2018 20:00,2861,low
24259,None,298.43,0.0,0.0,0,Clear,Sky is Clear,6/17/2016 17:00,5298,high
37437,None,290.08,0.0,0.0,90,Thunderstorm,thunderstorm,9/25/2017 5:00,2880,low
44928,None,292.29,0.0,0.0,5,Clear,sky is clear,6/13/2018 9:00,5157,high
4344,None,267.5,0.0,0.0,90,Clouds,overcast clouds,3/17/2013 3:00,402,very low
641,None,279.54,0.0,0.0,90,Drizzle,light intensity drizzle,10/26/2012 3:00,380,very low
42697,None,276.48,0.0,0.0,1,Clear,sky is clear,3/27/2018 22:00,2058,low
18268,None,294.26,0.0,0.0,1,Clear,sky is clear,9/15/2015 3:00,338,very low
9052,None,287.15,0.0,0.0,75,Rain,light rain,9/20/2013 8:00,5837,very high
14901,None,292.71,0.0,0.0,40,Clouds,scattered clouds,6/4/2014 23:00,1354,very low
21521,None,275.29,0.0,0.0,1,Clear,sky is clear,2/26/2016 23:00,1891,low
22876,None,278.22,1.52,0.0,90,Rain,moderate rain,4/28/2016 18:00,4884,high
27230,None,282.565,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 6:00,5360,high
3904,None,268.56,0.0,0.0,90,Mist,mist,2/26/2013 3:00,298,very low
28012,None,273.55,0.0,0.0,1,Clear,sky is clear,11/12/2016 5:00,648,very low
21992,None,273.94,0.0,0.0,90,Mist,mist,3/23/2016 16:00,5633,high
23293,None,286.12,0.51,0.0,90,Rain,light rain,5/12/2016 14:00,5429,high
15921,None,297.92,0.0,0.0,75,Clouds,broken clouds,8/5/2014 19:00,3694,medium
17977,None,297.49,0.0,0.0,1,Clear,sky is clear,9/5/2015 1:00,1040,very low
28978,None,260.35,0.0,0.0,1,Clear,sky is clear,12/10/2016 12:00,4884,high
35569,None,294.3,0.0,0.0,1,Rain,light rain,7/22/2017 4:00,583,very low
37002,None,293.02,0.0,0.0,1,Clear,sky is clear,9/8/2017 17:00,6423,very high
18961,None,283.63,0.25,0.0,90,Drizzle,light intensity drizzle,10/12/2015 14:00,4941,high
46867,None,294.08,0.0,0.0,90,Drizzle,light intensity drizzle,8/20/2018 10:00,4375,high
41321,None,255.07,0.0,0.0,5,Snow,light snow,2/7/2018 9:00,5343,high
28997,None,263.02,0.0,0.0,90,Snow,light snow,12/11/2016 0:00,1082,very low
37461,None,288.38,0.0,0.0,90,Drizzle,light intensity drizzle,9/25/2017 20:00,2498,low
18390,None,287.32,0.51,0.0,90,Rain,light rain,9/18/2015 19:00,3695,medium
28479,None,271.78,0.0,0.0,1,Mist,mist,11/26/2016 4:00,300,very low
9422,None,289.63,0.0,0.0,56,Clouds,broken clouds,10/11/2013 10:00,4813,high
5096,None,274.51,0.0,0.0,90,Snow,heavy snow,4/13/2013 18:00,4385,high
29374,None,274.4,0.0,0.0,90,Rain,light rain,12/23/2016 9:00,4017,medium
9293,None,287.15,0.0,0.0,75,Drizzle,drizzle,10/5/2013 13:00,5270,high
38375,None,274.65,0.0,0.0,90,Mist,mist,10/27/2017 5:00,2805,low
29729,None,272.08,0.0,0.0,90,Mist,mist,1/3/2017 6:00,5107,high
13860,None,279.23,0.0,0.0,20,Clouds,few clouds,4/23/2014 1:00,324,very low
25073,None,297.888,0.0,0.0,0,Clear,Sky is Clear,7/19/2016 23:00,1181,very low
48178,None,280.3,0.0,0.0,90,Clouds,overcast clouds,9/30/2018 0:00,1826,low
7468,None,294.32,0.0,0.0,0,Clear,Sky is Clear,7/6/2013 7:00,1708,low
13935,None,276.19,0.0,0.0,1,Clear,sky is clear,4/26/2014 4:00,245,very low
12735,None,270.53,0.0,0.0,90,Clouds,overcast clouds,3/7/2014 2:00,315,very low
15863,None,290.86,0.0,0.0,1,Haze,haze,8/2/2014 2:00,736,very low
28732,None,275.95,0.0,0.0,90,Clouds,overcast clouds,12/1/2016 13:00,4762,high
9331,None,282.55,0.0,0.0,90,Mist,mist,10/6/2013 18:00,4164,medium
4458,None,269.62,0.0,0.0,1,Clear,sky is clear,3/22/2013 15:00,5954,very high
12778,None,265.77,0.0,0.0,1,Clear,sky is clear,3/8/2014 21:00,4122,medium
31071,None,273.774,0.0,0.0,12,Clouds,few clouds,2/16/2017 22:00,3751,medium
14972,None,285.68,5.02,0.0,90,Thunderstorm,proximity thunderstorm,6/7/2014 8:00,3124,medium
42442,None,274.81,0.0,0.0,90,Clouds,overcast clouds,3/19/2018 4:00,819,very low
21477,None,274.35,0.0,0.0,75,Clouds,broken clouds,2/24/2016 1:00,453,very low
24483,None,296.78,0.0,0.0,1,Clear,sky is clear,6/26/2016 22:00,1470,low
29502,None,275.48,0.0,0.0,90,Snow,light snow,12/25/2016 23:00,980,very low
18515,None,292.25,0.25,0.0,90,Rain,light rain,9/23/2015 19:00,3368,medium
5445,None,273.61,0.0,0.0,90,Fog,fog,4/23/2013 19:00,3181,medium
612,None,285.29,0.0,0.0,90,Drizzle,light intensity drizzle,10/25/2012 16:00,6473,very high
33467,None,285.29,0.0,0.0,90,Thunderstorm,thunderstorm,5/8/2017 23:00,955,very low
3193,None,265.54,0.0,0.0,75,Clouds,broken clouds,1/27/2013 13:00,3813,medium
4552,None,271.54,0.0,0.0,1,Clear,sky is clear,3/26/2013 11:00,4545,high
27095,None,297.04,0.0,0.0,64,Rain,light rain,10/4/2016 14:00,5155,high
44975,None,295.35,0.0,0.0,75,Clouds,broken clouds,6/15/2018 8:00,5671,high
17855,None,291.8,0.25,0.0,75,Rain,light rain,8/31/2015 7:00,6461,very high
15825,None,300.02,0.0,0.0,1,Clear,sky is clear,7/31/2014 14:00,6000,very high
16107,None,291.02,0.3,0.0,1,Mist,mist,6/29/2015 7:00,5889,very high
36712,None,295.22,0.0,0.0,40,Clouds,scattered clouds,8/28/2017 17:00,6096,very high
47246,None,293.51,0.81,0.0,40,Rain,light rain,8/31/2018 5:00,2754,low
37501,None,288.75,0.0,0.0,90,Clouds,overcast clouds,9/26/2017 20:00,2814,low
36158,None,289.08,0.0,0.0,75,Mist,mist,8/11/2017 9:00,4694,high
12061,None,255.56,0.0,0.0,90,Clouds,overcast clouds,2/6/2014 22:00,3500,medium
43463,None,282.49,0.0,0.0,1,Clear,sky is clear,4/20/2018 19:00,4091,medium
22333,None,272.37,0.0,0.0,90,Snow,light snow,4/8/2016 11:00,4989,high
27854,None,294.42,0.0,0.0,1,Clear,sky is clear,11/5/2016 17:00,4288,medium
27093,None,291.86,0.0,0.0,64,Rain,light rain,10/4/2016 12:00,4452,high
18891,None,282.33,0.0,0.0,90,Clouds,overcast clouds,10/9/2015 9:00,4956,high
24089,None,303.18,0.0,0.0,12,Rain,light rain,6/10/2016 15:00,6029,very high
27573,None,275.093,0.0,0.0,80,Clouds,broken clouds,10/25/2016 5:00,2738,low
3665,None,262.08,0.0,0.0,1,Clear,sky is clear,2/16/2013 18:00,4072,medium
21200,None,256.54,0.0,0.0,1,Clear,sky is clear,2/10/2016 5:00,2791,low
